Unnamed: 0.1,index,Unnamed: 0,SMILES,RT,Speed,i-PrOH_proportion,Literature,Column,alpha,beta
14447,8342,15565,COC(=O)[C@H](Nc1ccc(OC)cc1)c2ccc(OC)cc2,32.183,0.8,0.1,10.1038/s41467/020/19807/5,IE,1.5182092650250023,1.625106697774996
14480,8362,15602,Cc1nn(c(C)c1C)C(=O)/C=C/[C@H](c2ccc(F)cc2)c3c([nH]c4ccccc34)[S](C)(=O)=O,16.412,1.0,0.2,10.1039/D0CC04590J,IE,1.2940531318547406,1.3571640023682654
14481,8362,15603,Cc1nn(c(C)c1C)C(=O)/C=C/[C@@H](c2ccc(F)cc2)c3c([nH]c4ccccc34)[S](C)(=O)=O,21.238,1.0,0.2,10.1039/D0CC04590J,IE,1.2940531318547406,1.3571640023682654
14490,8369,15614,Fc1ccc(O[C@@H](CCN2C(=O)c3ccccc3C2=O)c4ccccc4)cc1,13.0,0.8,0.1,10.1002/ntls.10021,IE,1.6384615384615384,1.8853333333333333
14491,8369,15615,Fc1ccc(O[C@H](CCN2C(=O)c3ccccc3C2=O)c4ccccc4)cc1,21.3,0.8,0.1,10.1002/ntls.10021,IE,1.6384615384615384,1.8853333333333333
14530,8393,15658,Cn1ccnc1C(=O)[C@H]([C@H](C=C)/C=C/c2ccc(Cl)cc2)c3ccccc3,20.124,0.5,0.05,10.1002/anie.201908960,IE,1.0611707414032996,1.0859396816531697
14531,8393,15659,Cn1ccnc1C(=O)[C@@H]([C@H](C=C)/C=C/c2ccc(Cl)cc2)c3ccccc3,21.355,0.5,0.05,10.1002/anie.201908960,IE,1.0611707414032996,1.0859396816531697
14600,8437,15737,Cc1cccc(c1)[C@@H](\C=C\C(=O)n2nc(C)c(C)c2C)c3c([nH]c4ccccc34)[S](C)(=O)=O,18.35,1.0,0.2,10.1039/D0CC04590J,IE,1.174768392370572,1.2075728155339804
14601,8437,15738,Cc1cccc(c1)[C@H](\C=C\C(=O)n2nc(C)c(C)c2C)c3c([nH]c4ccccc34)[S](C)(=O)=O,21.557,1.0,0.2,10.1039/D0CC04590J,IE,1.174768392370572,1.2075728155339804
14620,8451,15761,Cc1ccc2OC[C@](C)(CCC(CC(=O)c3ccccc3)(c4ccccc4)c5ccccc5)c2c1,17.1,1.0,0.01,10.1021/acs.orglett.1c03739,IE,1.263157894736842,1.3169014084507042
14621,8451,15762,Cc1ccc2OC[C@@](C)(CCC(CC(=O)c3ccccc3)(c4ccccc4)c5ccccc5)c2c1,21.6,1.0,0.01,10.1021/acs.orglett.1c03739,IE,1.263157894736842,1.3169014084507042
14626,8454,15767,O=C1N(CC[C@H](c2ccccc2)c3ccc4ccccc4c3)C(=O)c5ccccc15,18.2,0.8,0.1,10.1002/ntls.10021,IE,1.186813186813187,1.2332761578044598
14627,8454,15768,O=C1N(CC[C@@H](c2ccccc2)c3ccc4ccccc4c3)C(=O)c5ccccc15,21.6,0.8,0.1,10.1002/ntls.10021,IE,1.186813186813187,1.2332761578044598
14672,8480,15816,C[C@]1(CCC(CC(=O)c2ccccc2)(c3ccccc3)c4ccccc4)COc5ccc(cc15)c6ccccc6,17.6,1.0,0.01,10.1021/acs.orglett.1c03739,IE,1.2329545454545454,1.2789115646258502
14673,8480,15817,C[C@@]1(CCC(CC(=O)c2ccccc2)(c3ccccc3)c4ccccc4)COc5ccc(cc15)c6ccccc6,21.7,1.0,0.01,10.1021/acs.orglett.1c03739,IE,1.2329545454545454,1.2789115646258502
14696,8493,15842,OC[C@@]1(\C=C\c2ccccc2)C(=O)Nc3cccc(Cl)c13,21.7,0.8,0.1,10.31635/ccschem.019.20190064,IE,1.7050691244239633,1.846473029045644
14697,8493,15841,OC[C@]1(\C=C\c2ccccc2)C(=O)Nc3cccc(Cl)c13,37.0,0.8,0.1,10.31635/ccschem.019.20190064,IE,1.7050691244239633,1.846473029045644
14716,8504,15862,Cc1nn(c(C)c1C)C(=O)/C=C/[C@H](c2cccc(F)c2)c3c([nH]c4ccccc34)[S](C)(=O)=O,18.978,1.0,0.2,10.1039/D0CC04590J,IE,1.1471177152492358,1.1736534394825229
14717,8504,15863,Cc1nn(c(C)c1C)C(=O)/C=C/[C@@H](c2cccc(F)c2)c3c([nH]c4ccccc34)[S](C)(=O)=O,21.77,1.0,0.2,10.1039/D0CC04590J,IE,1.1471177152492358,1.1736534394825229
14718,8505,15864,Cc1nn(c(C)c1C)C(=O)\C=C/[C@@H](N(CCCO)Cc2ccccc2)c3ccc4ccccc4c3,19.617,1.0,0.1,10.1021/jacs.1c04367,IE,1.1099046745170005,1.1289705090626307
14719,8505,15865,Cc1nn(c(C)c1C)C(=O)\C=C/[C@H](N(CCCO)Cc2ccccc2)c3ccc4ccccc4c3,21.773,1.0,0.1,10.1021/jacs.1c04367,IE,1.1099046745170005,1.1289705090626307
14724,8508,15871,COC(=O)[C@@H](Nc1ccc(OC)cc1)c2ccc(F)c(F)c2,21.782,0.8,0.02,10.1038/s41467/020/19807/5,IE,1.8195757965292445,1.9832020708266789
14725,8508,15870,COC(=O)[C@H](Nc1ccc(OC)cc1)c2ccc(F)c(F)c2,39.634,0.8,0.02,10.1038/s41467/020/19807/5,IE,1.8195757965292445,1.9832020708266789
14728,8510,15875,Cn1ccnc1C(=O)[C@@H]([C@H](C=C)\C=C\c2ccccc2)c3ccc(C)cc3,21.799,0.5,0.05,10.1002/anie.201908960,IE,1.2513876783338689,1.3425214075879743
14729,8510,15874,Cn1ccnc1C(=O)[C@H]([C@H](C=C)\C=C\c2ccccc2)c3ccc(C)cc3,27.279,0.5,0.05,10.1002/anie.201908960,IE,1.2513876783338689,1.3425214075879743
14730,8511,15876,CC(C)c1cc2c(OC[C@]2(C)CCC(CC(=O)c3ccccc3)(c4ccccc4)c5ccccc5)cc1C,14.3,1.0,0.01,10.1021/acs.orglett.1c03739,IE,1.5244755244755244,1.6578947368421053
14731,8511,15877,CC(C)c1cc2c(OC[C@@]2(C)CCC(CC(=O)c3ccccc3)(c4ccccc4)c5ccccc5)cc1C,21.8,1.0,0.01,10.1021/acs.orglett.1c03739,IE,1.5244755244755244,1.6578947368421053
14738,8516,15886,O[C@@]1(Cc2ccccc2C1=O)[C@H](C=C)c3cccc(Cl)c3,21.8,1.0,0.05,10.1021/acs.orglett.7b02577,IE,1.0229357798165135,1.0264550264550265
14739,8516,15885,O[C@]1(Cc2ccccc2C1=O)[C@H](C=C)c3cccc(Cl)c3,22.3,1.0,0.05,10.1021/acs.orglett.7b02577,IE,1.0229357798165135,1.0264550264550265
14824,8574,15986,CCCCCCCCCCCC[S](=O)(=O)c1[nH]c2ccccc2c1[C@H](\C=C\C(=O)n3nc(C)c(C)c3C)c4ccccc4,16.883,1.0,0.2,10.1039/D0CC04590J,IE,1.303796718592667,1.366802545948652
14825,8574,15987,CCCCCCCCCCCC[S](=O)(=O)c1[nH]c2ccccc2c1[C@@H](\C=C\C(=O)n3nc(C)c(C)c3C)c4ccccc4,22.012,1.0,0.2,10.1039/D0CC04590J,IE,1.303796718592667,1.366802545948652
14836,8584,16003,CC(C)(C)[S](=O)(=O)N1[C@@H]2CCCC[C@H]2C=C1c3ccccc3,22.092,1.0,0.12,10.1002/adsc.202000151,IE,1.1332156436719174,1.153345143809921
14837,8584,16002,CC(C)(C)[S](=O)(=O)N1[C@H]2CCCC[C@H]2C=C1c3ccccc3,25.035,1.0,0.12,10.1002/adsc.202000151,IE,1.1332156436719174,1.153345143809921
14844,8589,16011,C(Cc1ccccc1)CC2=C(CCCc3ccccc3)[C@]4(C=Nc5ccccc45)c6ccccc26,18.4,0.5,0.05,10.1002/anie.202010164,IE,1.2010869565217392,1.293650793650794
14845,8589,16012,C(Cc1ccccc1)CC2=C(CCCc3ccccc3)[C@@]4(C=Nc5ccccc45)c6ccccc26,22.1,0.5,0.05,10.1002/anie.202010164,IE,1.2010869565217392,1.293650793650794
14856,8595,16024,CC(=O)N[C@@H](Cc1ccc(cc1)c2ccccc2)C=O,22.1,0.8,0.1,10.1002/anie.201905263,IE,1.0723981900452488,1.0866035182679297
14857,8595,16023,CC(=O)N[C@H](Cc1ccc(cc1)c2ccccc2)C=O,23.7,0.8,0.1,10.1002/anie.201905263,IE,1.0723981900452488,1.0866035182679297
14858,8596,16026,CC(=O)N[C@@H](Cc1ccc(F)cc1)C=O,22.1,0.8,0.06,10.1002/anie.201905263,IE,1.1085972850678731,1.1299052774018945
14859,8596,16025,CC(=O)N[C@H](Cc1ccc(F)cc1)C=O,24.5,0.8,0.06,10.1002/anie.201905263,IE,1.1085972850678731,1.1299052774018945
14894,8619,16066,CCCCCCC1=C(c2ccccc2)c3ccccc3[C@@]14C=Nc5ccccc45,19.8,0.3,0.05,10.1002/anie.202010164,IE,1.121212121212121,1.2368421052631575
14895,8619,16067,CCCCCCC1=C(c2ccccc2)c3ccccc3[C@]14C=Nc5ccccc45,22.2,0.3,0.05,10.1002/anie.202010164,IE,1.121212121212121,1.2368421052631575
14904,8625,16078,CC(=C)[C@]1(C)CC(=NN1[S](=O)(=O)c2ccc(C)cc2)c3cccc(C)c3,22.2,0.8,0.25,10.1021/jacs.8b02865,IE,1.09009009009009,1.107671601615074
14905,8625,16077,CC(=C)[C@@]1(C)CC(=NN1[S](=O)(=O)c2ccc(C)cc2)c3cccc(C)c3,24.2,0.8,0.25,10.1021/jacs.8b02865,IE,1.09009009009009,1.107671601615074
